Title,Link,Occupation,Company,Company Web,Company Location,Specs
E-mail and Chat (Excellent English Speakers) e&UAE,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/hbjfdxy4vpnn-e-mail-and-chat-excellent-english-speakers-euae-etisalat-egypt-cairo-egypt,Full TimeOn-site,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219,Full TimeOn-siteEntry Level · 0 - 4 Yrs of Exp · Administration · Customer Service/Support · Operations/Management · Customer Care · Customer Service · Customer Support · Customer · Customer Relations · Customer Satisfaction · Customer Retention
"Etisalat UAE (Mail&chat)BackOffice,b2 English speakers,Grads",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/qjrikg1qfu6n-etisalat-uae-mailchatbackofficeb2-english-speakersgrads-etisalat-egypt-cairo-egypt,Full TimeOn-site,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219,Full TimeOn-siteEntry Level · 0 - 4 Yrs of Exp · Business Development · Customer Service/Support · IT/Software Development · Customer Service · Customer Care · Customer Support · Call Center · Customer Relations · Customer Satisfaction · Customer Retention
"BI Analyst "" Extraction"" ""Outsource""",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/a9fhevd4va08-bi-analyst-extraction-outsource-efada-technology-giza-egypt,Full TimeHybrid,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Efada-Technology-Egypt-14085,Full TimeHybridExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · BI · Computer Science · Database · Information Technology (IT) · Oracle · SQL · PLSql
Research And Development Chemist (PVC Compound),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/m6qzahgwcayr-research-and-development-chemist-pvc-compound-intertrade-co-sharqia-egypt,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt ","10th of Ramadan City, Sharqia, Egypt ",https://wuzzuf.net/jobs/careers/Intertrade Co.-United States-89695,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · R&D/Science · Other · Engineering - Other · Chemistry · quality · Communication skills · Microsoft Excel · Science · Testing · Engineering
Non voice (Mail and Chat) B2 English Speakers,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ch4bbth0nzgf-non-voice-mail-and-chat-b2-english-speakers-etisalat-egypt-cairo-egypt,Full TimeOn-site,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219,Full TimeOn-siteEntry Level · 0 - 5 Yrs of Exp · Administration · Customer Service/Support · Operations/Management · Customer Care · Customer Service · Customer Support · Customer Relations · Customer Satisfaction · Customer Retention · Customer Service Management
AI Trainer Technical Track Engineers & Developers,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/knglwhitlivy-ai-trainer-technical-track-engineers-developers-avanguard-cairo-egypt,Full TimeRemote,"New Cairo, Cairo, Egypt ","New Cairo, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Avanguard-Egypt-123929,Full TimeRemoteExperienced · 5+ Yrs of Exp · IT/Software Development · Training/Instructor · AI · Engineering · Training · Analysis · AWS · Computer Science · Data Science · Python
iOS App Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ps6k6rndt5rd-ios-app-developer-koeln-germany,Full TimeRemote,"Koeln, Germany ","Koeln, Germany ",,Full TimeRemoteExperienced · 3 - 20 Yrs of Exp · IT/Software Development · iOS Development · Swift · Core Graphics · Core Data · Mobile Development · Agile · APIs · Computer Science · Information Technology (IT)
Sr Data Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ftd0zh3jscqe-sr-data-engineer-santechture-cairo-egypt,Full TimeHybrid,"Sheraton, Cairo, Egypt ","Sheraton, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/-122824,Full TimeHybridExperienced · 5+ Yrs of Exp · IT/Software Development · Medical/Healthcare · Analyst/Research · Big Data · Engineering · Information Technology (IT) · Software Engineering · Troubleshooting · SQL · AWS
Manager Data Engineering,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xlmxpqiv28aw-manager-data-engineering-santechture-cairo-egypt,Full TimeHybrid,"Sheraton, Cairo, Egypt ","Sheraton, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/-122824,Full TimeHybridManager · 5 - 8 Yrs of Exp · IT/Software Development · Information Technology (IT) · Design · Computer Science · Engineering · Software · Database SQL Server · Communication · Java · Management
"Node.js Developer ""Chatbot outsource""",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/w9wq3jancdt3-nodejs-developer-chatbot-outsource-efada-technology-giza-egypt,Full TimeHybrid,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Efada-Technology-Egypt-14085,Full TimeHybridExperienced · 4 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · APIs · Computer Science · Software Development · Data Structures · Docker · Information Technology (IT) · Linux
Performance Data Manager,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ndvbduwlzjmq-performance-data-manager-meahco---saudi-german-health-cairo-egypt,Full TimeOn-site,"Katameya, Cairo, Egypt ","Katameya, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Saudi-German-Group-Egypt-71088,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Human Resources · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Python · Power BI · RPA · Tableau · QlikView · Automation
"Data Base Developer ""RAID""",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/sxustcpkakas-data-base-developer-raid-efada-technology-giza-egypt,Full TimeHybrid,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Efada-Technology-Egypt-14085,Full TimeHybridExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · developer · Sales · Outsourcing · Information Technology (IT)
Senior Full Stack Developer - Power Platform,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/gpu5ehr5jseq-senior-full-stack-developer---power-platform-initium-solutions-giza-egypt,Full TimeHybrid,"Giza, Giza, Egypt ","Giza, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Initium-Solutions-Egypt-56621,Full TimeHybridExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · Computer Science · Full Stack · Software Development · .Net Framework · Microsoft .Net Framework · SQL · PHP
AI & Computer Science Intern (Fresh Graduate),https://wuzzuf.nethttps://wuzzuf.net/internship/jkoigewkbh8y-ai-computer-science-intern-fresh-graduate-getsircles-digital-agency-cairo-egypt,InternshipOn-site,"New Cairo, Cairo, Egypt ","New Cairo, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/GetSircles-Egypt-2161,InternshipOn-siteEntry Level · Other · computer · AI · Computer Science · Information Technology (IT)
AI Engineering Manager,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/x9ma4minmoqm-ai-engineering-manager-link-development-cairo-egypt,Full TimeHybrid,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Link-Development-Egypt-15576,Full TimeHybridManager · 5+ Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Computer Science · BI · Software Engineering · SQL · Software Development · Power BI · SSRS
IT Infrastructure Manager,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/yneykn7asojz-it-infrastructure-manager-cairo-egypt,Full TimeOn-site,"Sheraton, Cairo, Egypt ","Sheraton, Cairo, Egypt ",,Full TimeOn-siteManager · 15 - 20 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · IT · Computer Hardware · Computer Science · networks · Information Systems · Management · Project Management
IT - Data Base Administrator,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/v1ppltymk0bb-it---data-base-administrator-raya-customer-experience-giza-egypt,Full TimeOn-site,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Raya-Contact-Center-Egypt-19033,Full TimeOn-siteExperienced · 6 - 9 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · MySQL · Database · Computer Science · Installation · SQL · Software Development · Information Technology (IT) · Design
Production Chemist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/qt2plocgd0u0-production-chemist-intertrade-co-sharqia-egypt,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt ","10th of Ramadan City, Sharqia, Egypt ",https://wuzzuf.net/jobs/careers/Intertrade Co.-United States-89695,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · R&D/Science · Other · Engineering - Other · Chemistry · quality · Communication skills · Microsoft Excel · Science · Testing · Engineering
Oracle Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/nhj00aen13tx-oracle-developer-pachin-for-paints-cairo-egypt,Full TimeOn-site,"Obour City, Cairo, Egypt ","Obour City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/-47732,Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · developer · Oracle · PL/SQL · SQL
IT Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/0eui1kovo46h-it-specialist-ilujis-cairo-egypt,Full TimeOn-site,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Ilujis Agriculture-Egypt-93210,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · IT · Microsoft Office · Networking · Software · Technical Support · Troubleshooting · Computer Science · Customer Service
Sr. Backend Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/suwnvzxq8d6y-sr-backend-developer-ezeats-cairo-egypt,Full TimeHybrid,"Heliopolis, Cairo, Egypt ","Heliopolis, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/EZeats-Egypt-115140,Full TimeHybridExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Front-End Development · Back-End Development · NestJS · Apache Flink · Apache Spark · Full Stack Development · react · React Native · React.js
Software Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ndyinadoeb4y-software-developer-riseup-endemag-for-administrative-skills-development-cairo-egypt,Full TimeRemote,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/RISEUP--Endemag-for-Administrative-Skills-Development--Egypt-51380,Full TimeRemoteExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Amazon AWS · Software Development · Software Engineering · React.js · Node.js · Typescript · JavaScript · Computer Science
Senior Java Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/hlwg73bvo2rs-senior-java-developer-glow-star-cairo-egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Glow-Star-Egypt-15902,Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Computer Science · developer · Java · senior · Software Development · Software Engineering · Java Developer
Odoo Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/gourqvyrssku-odoo-developer-knoz-elhekma-company-cairo-egypt,Full TimeOn-site,"Sheraton, Cairo, Egypt ","Sheraton, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Knoz-Elhekma-Company-Egypt-65477,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Odoo · Development · Engineering · Software Development · Software · Computer Science · Information Technology (IT) · Android · Mobile Development
IT Manager,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xqiwifv3756o-it-manager-cairo-egypt,Full TimeOn-site,"Sheraton, Cairo, Egypt ","Sheraton, Cairo, Egypt ",,Full TimeOn-siteManager · 10+ Yrs of Exp · IT/Software Development · Information Technology (IT) · Computer Science · Management
Software Tester,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/dkyhjnugjecr-software-tester-sky-logistics-giza-egypt,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt ","Sheikh Zayed, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Sky-logistics-Egypt-43527,Full TimeOn-siteExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Software Development · Software Engineering · Software Testing · Testing · Computer Science
Senior AI Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/id9koixxt5zx-senior-ai-engineer-link-development-cairo-egypt,Full TimeHybrid,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Link-Development-Egypt-15576,Full TimeHybridExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · BI · Software Engineering · SQL · Software Development · Power BI · SSRS · SQL Server
Application Support Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/zrd50f3dayvy-application-support-engineer-etisal-for-advanced-industries-giza-egypt,Full TimeOn-site,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/careers/etisal-for-advanced-industries-Egypt-83648,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · English · Firewall · Engineering · Information Technology (IT) · Technical Support
Software Application Support Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/1adr2ygbcalk-software-application-support-engineer-softec-technologies-cairo-egypt,Full TimeOn-site,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Softec-international-Egypt-8897,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Technical Support · Information Technology (IT) · Computer Science · Troubleshooting · Networking · English
Full Stack Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/mrwvjnqw0had-full-stack-developer-tripnas-cairo-egypt,Full TimeRemote,"Tebin, Cairo, Egypt ","Tebin, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/tripnas-united-arab-emirates-129672,Full TimeRemoteExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Full Stack · React · JavaScript · MongoDB · Node.js · Angular · Computer Science · Information Technology (IT)
Sales Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/gmvpk1emi97d-sales-engineer-misr-international-systems-giza-egypt,Full TimeOn-site,"Giza, Giza, Egypt ","Giza, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Misr-International-Systems-Egypt-4384,Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Sales · Engineering · sales skills · Computer Science · account manager · Communication · CRM
Health Information Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/hdpv7jagmyjg-health-information-specialist-mersal-cairo-egypt,Full TimeOn-site,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Mersal-Egypt-45113,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Medical/Healthcare · Analysis · Information Technology (IT) · Communication · Computer Science · Engineering · Health · Information Systems · Installation · Management
PHP Laravel Back-end Developer -Fresh Graduate - Remotely,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/6kxpkvfsgpz4-php-laravel-back-end-developer-fresh-graduate-remotely-alexandria-for-programming-alexandria-egypt,Full TimeRemote,"Bolkly, Alexandria, Egypt ","Bolkly, Alexandria, Egypt ",https://wuzzuf.net/jobs/careers/Alexandria-for-programming-Egypt-6203,Full TimeRemoteEntry Level · 0 - 1 Yrs of Exp · IT/Software Development · back-end · Back-End Developer · Information Technology (IT) · PHP Laravel · PHP · Laravel · apis · Database · OOP
System & Cloud Administrator,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/yxnqwpqqpprk-system-cloud-administrator-tawfeer-cairo-egypt,Full TimeRemote,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/-84172,Full TimeRemoteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · AWS · Azure · Cloud · Computer Science · Information Technology (IT) · Networking · System Administration · Troubleshooting · Engineering
"Backend Developer ""Outsource""",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/v3jrsvilp6gb-backend-developer-outsource-efada-technology-giza-egypt,Full TimeHybrid,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Efada-Technology-Egypt-14085,Full TimeHybridExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · API · Computer Science · Information Technology (IT) · Design · Java · REST · Software Development
EHS Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/wossmtn2rk7r-ehs-specialist-riseup-endemag-for-administrative-skills-development-suez-egypt,Full TimeOn-site,"Ain Sokhna, Suez, Egypt ","Ain Sokhna, Suez, Egypt ",https://wuzzuf.net/jobs/careers/RISEUP--Endemag-for-Administrative-Skills-Development--Egypt-51380,Full TimeOn-siteExperienced · 3+ Yrs of Exp · Manufacturing/Production · Engineering - Other · EHS · Engineering · Health &amp; Safety · Industrial Safety · NEBOSH · IOSH Certificate · NIOSH · ISO 9001
Odoo implementer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/qf5qkqvst5so-odoo-implementer-kandil-industries-cairo-egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Mekano-Egypt-109872,Full TimeOn-siteExperienced · 2 - 7 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · ERP · Odoo · Odoo Implementer · Odoo ERP
Flutter Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/js3lwzn9wv28-flutter-developer-jaddit-giza-egypt,Full TimePart TimeFreelance / ProjectHybrid,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/careers/jaddit-egypt-129712,Full TimePart TimeFreelance / ProjectHybridStudent · 2 - 5 Yrs of Exp · IT/Software Development · Dart · flutter · Mobile Development · Android · Software Development · REST · Mobile · Development · Flutter App
